episode,reward,avg_reward,filled_cells,success_rate,epsilon,loss,avg_q_value
410,100.0,100.0,100,1.0,0.18200000000000005,37.623040723800656,45.142112731933594
411,100.0,100.0,100,1.0,0.18000000000000005,38.37246124267578,
412,100.0,100.0,100,1.0,0.17800000000000005,40.371723670959476,29.102272033691406
413,100.0,100.0,100,1.0,0.17600000000000005,39.131582260131836,
414,100.0,100.0,100,1.0,0.17400000000000004,36.467563228607176,23.321809768676758
415,100.0,100.0,100,1.0,0.17200000000000004,38.014705142974854,15.979653358459473
416,100.0,100.0,100,1.0,0.17000000000000004,37.09062118530274,22.482484817504883
417,100.0,100.0,100,1.0,0.16800000000000004,36.928843574523924,37.89783477783203
418,100.0,100.0,100,1.0,0.16600000000000004,40.485267629623415,
419,100.0,100.0,100,1.0,0.16400000000000003,42.63482473373413,8.402215003967285
420,100.0,100.0,100,1.0,0.16200000000000003,38.37532060623169,3.608053684234619
421,100.0,100.0,100,1.0,0.16000000000000003,39.95116828918457,32.81450653076172
422,100.0,100.0,100,1.0,0.15800000000000003,40.884917411804196,12.122371673583984
423,100.0,100.0,100,1.0,0.15600000000000003,41.58721036911011,-1.3081642389297485
424,100.0,100.0,100,1.0,0.15400000000000003,42.877017726898195,28.12386131286621
425,100.0,100.0,100,1.0,0.15200000000000002,42.15814723968506,17.557802200317383
426,100.0,100.0,100,1.0,0.15000000000000002,42.59190574645996,26.521663665771484
427,100.0,100.0,100,1.0,0.14800000000000002,42.092844772338864,8.53825569152832
428,100.0,100.0,100,1.0,0.14600000000000002,40.75676580429077,32.60613250732422
429,100.0,100.0,100,1.0,0.14400000000000002,43.23080509185791,
430,100.0,100.0,100,1.0,0.14200000000000002,42.73324890136719,13.952784538269043
431,100.0,100.0,100,1.0,0.14,43.65140771865845,22.327009201049805
432,100.0,100.0,100,1.0,0.138,43.41070276260376,
433,100.0,100.0,100,1.0,0.136,47.039889354705814,7.319036960601807
434,100.0,100.0,100,1.0,0.134,48.957152404785155,-17.04018211364746
435,100.0,100.0,100,1.0,0.132,47.43534799575806,
436,100.0,100.0,100,1.0,0.13,46.48181619644165,28.85195541381836
437,100.0,100.0,100,1.0,0.128,45.54317876815796,5.0854644775390625
438,100.0,100.0,100,1.0,0.126,48.72918592453003,22.225688934326172
439,100.0,100.0,100,1.0,0.124,44.745694389343264,14.884981155395508
440,100.0,100.0,100,1.0,0.122,49.468968067169186,23.172483444213867
441,100.0,100.0,100,1.0,0.12,49.23956611633301,32.09426498413086
442,100.0,100.0,100,1.0,0.118,50.57211320877075,
443,100.0,100.0,100,1.0,0.11599999999999999,45.91263845443726,48.18316650390625
444,100.0,100.0,100,1.0,0.11399999999999999,47.04273590087891,
445,100.0,100.0,100,1.0,0.11199999999999999,54.08900136947632,
446,100.0,100.0,100,1.0,0.10999999999999999,51.012318992614745,-13.0737886428833
447,100.0,100.0,100,1.0,0.10799999999999998,51.21317352294922,-7.639196872711182
448,100.0,100.0,100,1.0,0.10599999999999998,51.78504281997681,54.97665023803711
449,100.0,100.0,100,1.0,0.10399999999999998,53.00972316741943,22.51668357849121
450,100.0,100.0,100,1.0,0.10199999999999998,53.616176795959475,7.286083221435547
451,100.0,100.0,100,1.0,0.09999999999999998,55.11996856689453,
452,100.0,100.0,100,1.0,0.09799999999999998,51.07838115692139,7.050755977630615
453,100.0,100.0,100,1.0,0.09599999999999997,50.455600814819334,17.51653289794922
454,100.0,100.0,100,1.0,0.09399999999999997,54.95052061080933,35.65470886230469
455,100.0,100.0,100,1.0,0.09199999999999997,54.82189445495605,3.7418901920318604
456,100.0,100.0,100,1.0,0.08999999999999997,53.914160022735594,
457,100.0,100.0,100,1.0,0.08799999999999997,53.784611225128174,42.442649841308594
458,100.0,100.0,100,1.0,0.08599999999999997,57.67057430267334,7.050323486328125
459,100.0,100.0,100,1.0,0.08399999999999996,55.33678178787231,11.70741081237793
460,100.0,100.0,100,1.0,0.08199999999999996,54.90394477844238,42.00737380981445
461,100.0,100.0,100,1.0,0.07999999999999996,58.40262063980103,40.87150192260742
462,100.0,100.0,100,1.0,0.07799999999999996,58.22670209884644,9.96926498413086
463,100.0,100.0,100,1.0,0.07599999999999996,54.36823356628418,-8.500885009765625
464,100.0,100.0,100,1.0,0.07399999999999995,54.95564517974854,9.84264087677002
465,100.0,100.0,100,1.0,0.07199999999999995,55.61201946258545,60.47343444824219
466,100.0,100.0,100,1.0,0.06999999999999995,58.65339122772217,52.32659149169922
467,100.0,100.0,100,1.0,0.06799999999999995,58.60155261993408,32.108699798583984
468,100.0,100.0,100,1.0,0.06599999999999995,61.399654178619386,-4.029837608337402
469,100.0,100.0,100,1.0,0.06399999999999995,60.96024753570557,20.172746658325195
470,100.0,100.0,100,1.0,0.062000000000000055,59.90401899337768,
471,100.0,100.0,100,1.0,0.06000000000000005,61.31011672973633,27.679208755493164
472,100.0,100.0,100,1.0,0.05800000000000005,60.38934219360352,39.56368637084961
473,100.0,100.0,100,1.0,0.05600000000000005,64.1992424583435,-6.162299633026123
474,100.0,100.0,100,1.0,0.05400000000000005,62.39854949951172,22.093257904052734
475,100.0,100.0,100,1.0,0.052000000000000046,59.560516681671146,12.945255279541016
476,100.0,100.0,100,1.0,0.050000000000000044,59.94295043945313,29.422100067138672
477,100.0,100.0,100,1.0,0.04800000000000004,64.73918634414673,43.93344497680664
478,100.0,100.0,100,1.0,0.04600000000000004,65.11341306686401,19.578414916992188
479,100.0,100.0,100,1.0,0.04400000000000004,67.8643349456787,36.4376220703125
480,100.0,100.0,100,1.0,0.04200000000000004,62.756896324157715,17.928836822509766
481,100.0,100.0,100,1.0,0.040000000000000036,65.29307819366456,24.225156784057617
482,100.0,100.0,100,1.0,0.038000000000000034,70.7309843826294,9.963945388793945
483,100.0,100.0,100,1.0,0.03600000000000003,67.58947299957275,46.937522888183594
484,100.0,100.0,100,1.0,0.03400000000000003,66.16411960601806,
485,100.0,100.0,100,1.0,0.03200000000000003,65.59487655639649,38.63014602661133
486,100.0,100.0,100,1.0,0.030000000000000027,68.22449657440185,37.05657196044922
487,100.0,100.0,100,1.0,0.028000000000000025,68.57435558319092,39.69477844238281
488,100.0,100.0,100,1.0,0.026000000000000023,67.33559398651123,30.942750930786133
489,100.0,100.0,100,1.0,0.02400000000000002,69.03548000335694,31.249855041503906
490,100.0,100.0,100,1.0,0.02200000000000002,73.59771677017211,47.35736846923828
491,100.0,100.0,100,1.0,0.020000000000000018,73.32800941467285,34.65032196044922
492,100.0,100.0,100,1.0,0.018000000000000016,70.56866073608398,-0.23932603001594543
493,100.0,100.0,100,1.0,0.016000000000000014,73.37766674041748,-38.833370208740234
494,100.0,100.0,100,1.0,0.014000000000000012,77.22855716705322,-5.191734790802002
495,100.0,100.0,100,1.0,0.01200000000000001,74.88760448455811,44.5406608581543
496,100.0,100.0,100,1.0,0.010000000000000009,73.68004650115967,38.683982849121094
497,100.0,100.0,100,1.0,0.01,74.3043662261963,-5.568965911865234
498,100.0,100.0,100,1.0,0.01,76.48028285980224,34.80097579956055
499,100.0,100.0,100,1.0,0.01,81.28250957489014,1.0180001258850098
500,100.0,100.0,100,1.0,0.01,78.85902828216553,45.06803894042969
